origin,translation,score original word,score for translation quality-Yulis,Awan,Dika,x-times,prop #translated (x times),prop #translated (x times),vote up,Propotion of vote up,vote down,score,min,max,mean,median,std,time-needed,,,,,,,,
foodstuff,bahan makanan,1,4,,,8,"23,559",,14,1,0,14,2.846,23.333,113.655,95.925,706.806.471,"[5.5360000000000005, 23.333000000000002, 2.8460000000000001, 16.334, 11.102, 4.2989999999999995, 8.0830000000000002, 19.390999999999998]",,,,,,,,
foodstuff,peralatan makan,,1,,,2,"5,890",,3,"0,75",1,2,9.039,20.698,148.685,148.685,58.295,"[20.698, 9.0389999999999997]",,,,,,,,
foodstuff,perlengkapan makan,,1,,,1,"2,945",,2,1,0,2,7.896,7.896,7.896,7.896,0,[7.8959999999999999],,,,,,,,
foodstuff,makanan,,,,,1,"2,945",,2,1,0,2,8.667,8.667,8.667,8.667,0,[8.6669999999999998],,,,,,,,
foodstuff,alat makan,,1,,,1,"2,945",,1,1,0,1,10.565,10.565,10.565,10.565,0,[10.565],,,,,,,,
footage,rekaman,3,5,,,7,"20,614",,13,1,0,13,8.33,83.867,3.114.442.857,17.508,2.803.931.313,"[9.5589999999999993, 83.867000000000004, 8.3300000000000001, 64.606999999999999, 12.859999999999999, 21.280000000000001, 17.507999999999999]",,,,,,,,
footage,jejak,,1,,,2,"5,890",,4,1,0,4,5.651,6.876,62.635,62.635,"4,253,472,222","[6.8760000000000003, 5.6509999999999998]",,,,,,,,
footage,jejak kaki,,1,,,2,"5,890",,3,1,0,3,5.453,45.053,25.253,25.253,19.08,"[5.4529999999999994, 45.053000000000004]",,,,,,,,
footage,cuplikan,,,,,1,"2,945",,2,1,0,2,14.33,14.33,14.33,14.33,0,[14.33],,,,,,,,
footage,rekaman/jejak,,,,,1,"2,945",,2,1,0,2,19.051,19.051,19.051,19.051,0,[19.050999999999998],,,,,,,,
footage,rekam jejak,,,,,1,"2,945",,2,1,0,2,11.472,11.472,11.472,11.472,0,[11.472000000000001],,,,,,,,
footage,durasi film,,,,,1,"2,945",,1,"0,5",1,0,78.446,78.446,78.446,78.446,0,[78.445999999999998],,,,,,,,
footprint hazard,jejak bahaya,3,5,,,3,"8,835",,4,"666,666,667",2,2,12.718,65.388,3.808.133.333,36.138,2.154.630.105,"[12.718, 36.138000000000005, 65.388000000000005]",,,,,,,,
footprint hazard,bahaya tapak kaki,,1,,,2,"5,890",,2,"0,5",2,0,7.586,34.765,211.755,211.755,135.895,"[34.765000000000001, 7.5860000000000003]",,,,,,,,
footprint hazard,daerah rawan,,,,,1,"2,945",,2,1,0,2,89.406,89.406,89.406,89.406,0,[89.406000000000006],,,,,,,,
footprint hazard,jejak/jalur bencana,,5,,,1,"2,945",,2,1,0,2,16.523,16.523,16.523,16.523,0,[16.523],,,,,,,,
footprint hazard,jejak berbahaya,,1,,,1,"2,945",,2,1,0,2,22.992,22.992,22.992,22.992,0,[22.991999999999997],,,,,,,,
footprint hazard,bahaya tapak,,,,,1,"2,945",,1,1,0,1,35.694,35.694,35.694,35.694,0,[35.694000000000003],,,,,,,,
footprint hazard,rekor bencana,,,,,1,"2,945",,1,"0,5",1,0,8.341,8.341,8.341,8.341,0,[8.3410000000000011],,,,,,,,
footprint hazard,jejak bencana,,,,,1,"2,945",,0,0,1,-1,14.411,14.411,14.411,14.411,0,[14.411],,,,,,,,
footwear,alas kaki,3,5,,,16,"47,118",,32,1,0,32,4.229,16.831,87.665,7.143,4.033.379.306,"[11.867000000000001, 5.6829999999999998, 10.033999999999999, 16.831, 7.6440000000000001, 10.295, 4.2290000000000001, 13.802, 6.3279999999999994, 5.1320000000000006, 5.3140000000000001, 10.193999999999999, 16.387, 5.0339999999999998, 6.6420000000000003, 4.8479999999999999]",,,,,,,,
footwear,sepatu,,4,,,2,"5,890",,1,"0,5",1,0,2.906,10.304,6.605,6.605,3.699,"[10.304, 2.9060000000000001]",,,,,,,,
footwear,nan,,1,,,1,"2,945",,0,0,0,0,5.178,5.178,5.178,5.178,0,[5.1779999999999999],,,,,,,,
footwear,perlengkapan alas kaki,,,,,1,"2,945",,1,"0,5",1,0,24.097,24.097,24.097,24.097,0,[24.096999999999998],,,,,,,,
footwear,bahan sepatu,,1,,,1,"2,945",,0,0,2,-2,43.896,43.896,43.896,43.896,0,[43.896000000000001],,,,,,,,
force major,bencana alam,1,2,,,1,"2,945",,2,1,0,2,29.422,29.422,29.422,29.422,0,[29.421999999999997],,,,,,,,
force major,kekuatan utama,,5,,,1,"2,945",,2,1,0,2,22.696,22.696,22.696,22.696,0,[22.695999999999998],,,,,,,,
force major,halangan yang tak terprediksi,,3,,,1,"2,945",,2,1,0,2,18.016,18.016,18.016,18.016,0,[18.015999999999998],,,,,,,,
force major,tekanan utama,,5,,,1,"2,945",,2,1,0,2,72.471,72.471,72.471,72.471,0,[72.471000000000004],,,,,,,,
force major,tekanan besar,,,,,1,"2,945",,1,1,0,1,7.499,7.499,7.499,7.499,0,[7.4989999999999997],,,,,,,,
force major,bencana besar mendadak,,,,,1,"2,945",,1,"0,5",1,0,20.272,20.272,20.272,20.272,0,[20.272000000000002],,,,,,,,
force major,bidang utama,,,,,1,"2,945",,1,"0,5",1,0,9.02,9.02,9.02,9.02,0,[9.1999999999999993],,,,,,,,
force major,kekuatan utam,,,,,1,"2,945",,0,0,2,-2,16.637,16.637,16.637,16.637,0,[16.637],,,,,,,,
force major,keadaan kaahr,,,,,1,"2,945",,0,0,2,-2,24.448,24.448,24.448,24.448,0,[24.448],,,,,,,,
forced eviction,penggusuran paksa,3,5,,,12,"35,339",,22,1,0,22,8.274,55.051,2.667.391.667,231.115,1.543.472.857,"[8.2739999999999991, 44.103000000000002, 22.024000000000001, 13.73, 12.175000000000001, 52.902000000000001, 55.051000000000002, 19.239000000000001, 10.959000000000001, 26.82, 24.199000000000002, 30.611000000000001]",,,,,,,,
forced eviction,pengusiran paksa,,5,,,3,"8,835",,6,1,0,6,9.206,48.054,2.365.533.333,13.706,1.734.999.907,"[48.053999999999995, 9.2059999999999995, 13.706]",,,,,,,,
forced eviction,melawan pengusiran,,1,,,1,"2,945",,2,1,0,2,18.257,18.257,18.257,18.257,0,[18.257000000000001],,,,,,,,
forced eviction,penggusuran,,5,,,1,"2,945",,1,1,0,1,28.044,28.044,28.044,28.044,0,[28.044],,,,,,,,
forced eviction,tindakan yang dipaksakan,,,,,1,"2,945",,1,"0,5",1,0,33.036,33.036,33.036,33.036,0,[33.036000000000001],,,,,,,,
forecasting,ramalan,3,5,,,3,"8,835",,5,"833,333,333",1,4,5.846,9.277,7.923,8.646,149.108.171,"[5.8460000000000001, 8.6460000000000008, 9.277000000000001]",,,,,,,,
forecasting,meramalkan,,5,,,2,"5,890",,4,1,0,4,8.207,12.39,102.985,102.985,20.915,"[12.390000000000001, 8.2070000000000007]",,,,,,,,
forecasting,meramal,,,,,1,"2,945",,2,1,0,2,17.604,17.604,17.604,17.604,0,[17.603999999999999],,,,,,,,
forecasting,prediksi,,,,,1,"2,945",,2,1,0,2,13.181,13.181,13.181,13.181,0,[13.180999999999999],,,,,,,,
forecasting,peramalan,,,,,1,"2,945",,2,1,0,2,27.424,27.424,27.424,27.424,0,[27.423999999999999],,,,,,,,
forecasting,proyeksi,,,,,1,"2,945",,2,1,0,2,8.498,8.498,8.498,8.498,0,[8.4979999999999993],,,,,,,,
forecasting,memprediksi,,,,,1,"2,945",,2,1,0,2,3.006,3.006,3.006,3.006,0,[3.0060000000000002],,,,,,,,
forecasting,hutan,,1,,,1,"2,945",,1,"0,5",1,0,4.144,4.144,4.144,4.144,0,[4.1440000000000001],,,,,,,,
forecasting,ralaman cuaca,,,,,1,"2,945",,1,"0,5",1,0,15.486,15.486,15.486,15.486,0,[15.485999999999999],,,,,,,,
forecasting,perhitungan perkiraan,,,,,1,"2,945",,1,"0,5",1,0,30.831,30.831,30.831,30.831,0,[30.831],,,,,,,,
forecasting,peramalan cuaca,,1,,,1,"2,945",,1,"0,5",1,0,53.325,53.325,53.325,53.325,0,[53.325000000000003],,,,,,,,
foreign environment,lingkungan asing,3,5,,,22,"64,788",,40,"975,609,756",1,39,4.237,75.634,1.595.868.182,92.305,1.804.267.327,"[8.222999999999999, 19.000999999999998, 9.5879999999999992, 6.4239999999999995, 8.8729999999999993, 6.4660000000000002, 4.7649999999999997, 4.476, 4.2370000000000001, 7.7529999999999992, 7.3010000000000002, 9.7509999999999994, 27.791, 16.483000000000001, 15.290999999999999, 5.0609999999999999, 6.968, 11.782, 75.634, 13.515000000000001, 17.603999999999999, 64.103999999999999]",,,,,,,,
foreign environment,lingkungan luar,,4,,,2,"5,890",,4,1,0,4,6.725,8.663,7.694,7.694,"672,916,667","[6.7249999999999996, 8.6630000000000003]",,,,,,,,
foreign environment,lingkungan internasional,,,,,1,"2,945",,2,1,0,2,39.204,39.204,39.204,39.204,0,[39.204000000000001],,,,,,,,
foreign environment,lingkungan luar negeri,,,,,1,"2,945",,2,1,0,2,8.478,8.478,8.478,8.478,0,[8.4779999999999998],,,,,,,,
foreign environment,lingkungan orang luar negeri,,,,,1,"2,945",,1,1,0,1,16.119,16.119,16.119,16.119,0,[16.119],,,,,,,,
foreign environment,lokasi asing,,,,,1,"2,945",,1,1,0,1,5.07,5.07,5.07,5.07,0,[5.0700000000000003],,,,,,,,
foreign environment,kawanan sasing,,,,,1,"2,945",,0,0,2,-2,3.592,3.592,3.592,3.592,0,[3.5920000000000001],,,,,,,,
forestry,kehutanan,3,3,,,17,"50,063",,33,1,0,33,3.461,27.888,1.231.217.647,11.352,6.806.362.052,"[15.119999999999999, 8.7620000000000005, 27.888000000000002, 3.4610000000000003, 16.164000000000001, 16.157, 8.1529999999999987, 17.045000000000002, 22.41, 5.2429999999999994, 11.352, 18.366, 6.8860000000000001, 4.202, 9.5910000000000011, 3.5110000000000001, 14.995999999999999]",,,,,,,,
forestry,ilmu kehutanan,,5,,,1,"2,945",,2,1,0,2,22.922,22.922,22.922,22.922,0,[22.921999999999997],,,,,,,,
forestry,hutan,,,,,1,"2,945",,2,1,0,2,3.188,3.188,3.188,3.188,0,[3.1880000000000002],,,,,,,,
forestry,perhutanan,,,,,1,"2,945",,2,1,0,2,9.925,9.925,9.925,9.925,0,[9.9250000000000007],,,,,,,,
forests and rivers cleaning,pembersihan hutan dan sungai,3,5,,,10,"29,449",,19,"0,95",1,18,4.266,19.371,115.611,10.248,4.241.579.763,"[9.2620000000000005, 19.370999999999999, 4.266, 16.557000000000002, 11.177, 16.070999999999998, 8.9689999999999994, 9.4420000000000002, 10.640000000000001, 9.8559999999999999]",,,,,,,,
forests and rivers cleaning,pembersihan sungai dan hutan,,,,,2,"5,890",,4,1,0,4,"397,222,222",106.526,57.723,57.723,48.803,"[8.9199999999999999, 106.52600000000001]",,,,,,,,
forests and rivers cleaning,pembersihan hutan-hutan dan sungai-sungai,,,,,1,"2,945",,1,1,0,1,11.444,11.444,11.444,11.444,0,[11.444000000000001],,,,,,,,
forests and rivers cleaning,hutan dan pembersihan sungai,,1,,,1,"2,945",,1,"0,5",1,0,7.127,7.127,7.127,7.127,0,[7.1270000000000007],,,,,,,,
forests and rivers cleaning,pembersihan huran dan sungai,,,,,1,"2,945",,0,0,2,-2,29.041,29.041,29.041,29.041,0,[29.041],,,,,,,,
formal curriculum,kurikulum formal,3,5,,,13,"38,284",,24,"0,96",1,23,4.525,52.236,1.329.323.077,8.478,1.248.068.186,"[11.83, 5.2939999999999996, 14.934000000000001, 8.0570000000000004, 7.1960000000000006, 52.236000000000004, 25.870000000000001, 5.7070000000000007, 6.532, 9.7189999999999994, 12.434000000000001, 8.4779999999999998, 4.5250000000000004]",,,,,,,,
formal curriculum,kurikulum resmi,,,,,4,"11,780",,7,1,0,7,8.855,39.969,20.819,17.226,120.505.302,"[39.969000000000001, 8.8550000000000004, 12.472999999999999, 21.978999999999999]",,,,,,,,
formal legal arrangements,pengaturan hukum formal,3,5,,,6,"17,669",,10,"909,090,909",1,9,6.788,65.147,242.325,15.134,2.005.891.099,"[6.7879999999999994, 19.105, 65.146999999999991, 10.993, 11.163, 32.198999999999998]",,,,,,,,
formal legal arrangements,pengaturan legal formal,,3,,,2,"5,890",,4,1,0,4,14.044,20.753,173.985,173.985,33.545,"[20.753, 14.044]",,,,,,,,
formal legal arrangements,pengaturan hukum resmi,,,,,2,"5,890",,4,1,0,4,11.038,18.489,147.635,147.635,37.255,"[18.489000000000001, 11.038]",,,,,,,,
formal legal arrangements,penyusunan hukum resmi,,,,,1,"2,945",,2,1,0,2,26.549,26.549,26.549,26.549,0,[26.548999999999999],,,,,,,,
formal legal arrangements,penyusunan hukum formal,,,,,1,"2,945",,2,1,0,2,27.207,27.207,27.207,27.207,0,[27.206999999999997],,,,,,,,
formal legal arrangements,aturan hukum formal,,,,,1,"2,945",,2,1,0,2,54.209,54.209,54.209,54.209,0,[54.208999999999996],,,,,,,,
formal legal arrangements,pengaturan resmi,,1,,,1,"2,945",,2,1,0,2,14.993,14.993,14.993,14.993,0,[14.993],,,,,,,,
formal legal arrangements,nan,,,,,1,"2,945",,0,0,0,0,"357,638,889","357,638,889","357,638,889","357,638,889",0,[0.51500000000000001],,,,,,,,
fortified foods,makanan yang diperkaya,2,5,,,5,"14,725",,10,1,0,10,12.451,44.811,224.486,19.569,1.156.911.083,"[20.526999999999997, 12.450999999999999, 19.569000000000003, 44.811000000000007, 14.885]",,,,,,,,
fortified foods,makanan yang difortifikasi,,4,,,1,"2,945",,2,1,0,2,12.429,12.429,12.429,12.429,0,[12.429],,,,,,,,
fortified foods,pangan hasil fortifikasi,,,,,1,"2,945",,2,1,0,2,88.555,88.555,88.555,88.555,0,[88.555000000000007],,,,,,,,
fortified foods,makanan aman,,1,,,1,"2,945",,1,1,0,1,72.458,72.458,72.458,72.458,0,[72.457999999999998],,,,,,,,
foster grandparent,kakek-nenek angkat,3,5,,,2,"5,890",,4,1,0,4,15.384,105.108,60.246,60.246,44.862,"[105.10799999999999, 15.384]",,,,,,,,
foster grandparent,kakek nenek asuh,,5,,,2,"5,890",,4,1,0,4,15.855,17.722,167.885,167.885,"6,482,638,889","[15.855, 17.722000000000001]",,,,,,,,
foster grandparent,membantu orangtua,,,,,1,"2,945",,2,1,0,2,75.596,75.596,75.596,75.596,0,[75.596000000000004],,,,,,,,
foster grandparent,kakek dan nenek angkat,,,,,1,"2,945",,2,1,0,2,46.567,46.567,46.567,46.567,0,[46.567],,,,,,,,
foster grandparent,kakek nenek angkat,,,,,1,"2,945",,2,1,0,2,24.236,24.236,24.236,24.236,0,[24.236000000000001],,,,,,,,
foster grandparent,kakek nenek pengadopsi,,,,,1,"2,945",,1,1,0,1,10.704,10.704,10.704,10.704,0,[10.704000000000001],,,,,,,,
foster grandparent,mentor / orang tua asuh,,,,,1,"2,945",,1,"0,5",1,0,94.342,94.342,94.342,94.342,0,[94.342000000000013],,,,,,,,
foster grandparent,pemeliharaan lansia,,,,,1,"2,945",,1,"0,5",1,0,45.142,45.142,45.142,45.142,0,[45.141999999999996],,,,,,,,
foster grandparent,eyang angkat,,,,,1,"2,945",,0,0,2,-2,58.137,58.137,58.137,58.137,0,[58.137],,,,,,,,
free hotline,hotline gratis,3,5,,,3,"8,835",,4,"0,8",1,3,6.497,117.154,5.138.933.333,30.517,4.752.531.702,"[6.4970000000000008, 117.154, 30.516999999999999]",,,,,,,,
free hotline,telepon bebas pulsa,,5,,,1,"2,945",,2,1,0,2,11.43,11.43,11.43,11.43,0,[11.43],,,,,,,,
free hotline,layanan telepon gratis,,,,,1,"2,945",,2,1,0,2,14.742,14.742,14.742,14.742,0,[14.742000000000001],,,,,,,,
free hotline,saluran telepon bebas pulsa,,,,,1,"2,945",,2,1,0,2,"898,611,111","898,611,111","898,611,111","898,611,111",0,[20.940000000000001],,,,,,,,
free hotline,layanan lewat telepon gratis,,,,,1,"2,945",,2,1,0,2,98.544,98.544,98.544,98.544,0,[98.543999999999997],,,,,,,,
free hotline,saluran telepon gratis,,,,,1,"2,945",,2,1,0,2,8.829,8.829,8.829,8.829,0,[8.8290000000000006],,,,,,,,
free hotline,telpon gratis,,2,,,1,"2,945",,1,1,0,1,12.951,12.951,12.951,12.951,0,[12.950999999999999],,,,,,,,
free hotline,nomor darurat gratis,,,,,1,"2,945",,1,"0,5",1,0,37.643,37.643,37.643,37.643,0,[37.643000000000001],,,,,,,,
free hotline,jalur bebas pulsa,,,,,1,"2,945",,1,"0,5",1,0,12.35,12.35,12.35,12.35,0,[12.35],,,,,,,,
free hotline,nan,,,,,1,"2,945",,0,0,0,0,85.213,85.213,85.213,85.213,0,[85.212999999999994],,,,,,,,
free hotline,layaran telepon gratis,,,,,1,"2,945",,1,"0,5",1,0,84.275,84.275,84.275,84.275,0,[84.275000000000006],,,,,,,,
frequent disasters,bencana yang sering terjadi,3,5,,,9,"26,504",,17,1,0,17,9.795,92.43.00,3.282.388.889,30.551,2.407.621.725,"[16.41, 92.430000000000007, 9.7949999999999999, 43.881999999999998, 16.605, 33.344999999999999, 40.086999999999996, 12.31, 30.550999999999998]",,,,,,,,
frequent disasters,bencana yang sering,,,,,3,"8,835",,6,1,0,6,10.41,48.147,2.835.766.667,26.516,1.546.100.674,"[10.41, 48.146999999999998, 26.515999999999998]",,,,,,,,
frequent disasters,bencana yang kerap terjadi,,5,,,1,"2,945",,2,1,0,2,52.151,52.151,52.151,52.151,0,[52.151000000000003],,,,,,,,
frequent disasters,bencana alam yang sering,,,,,1,"2,945",,2,1,0,2,21.557,21.557,21.557,21.557,0,[21.556999999999999],,,,,,,,
frequent disasters,bencana biasa,,2,,,1,"2,945",,2,1,0,2,70.286,70.286,70.286,70.286,0,[70.286000000000001],,,,,,,,
frequent disasters,sering terjadi bencana,,1,,,1,"2,945",,2,1,0,2,"385,416,667","385,416,667","385,416,667","385,416,667",0,[8.75],,,,,,,,
freshwater,air tawar,1,4,,,8,"23,559",,16,1,0,16,4.141,31.95,163.225,113.735,1.126.376.452,"[31.949999999999999, 5.2649999999999997, 7.6720000000000006, 4.141, 28.119, 15.074999999999999, 30.760000000000002, 7.5979999999999999]",,,,,,,,
freshwater,air bersih,,1,,,5,"14,725",,10,1,0,10,3.238,9.295,60.024,5.505,1.999.593.719,"[9.2949999999999999, 5.5049999999999999, 5.1929999999999996, 3.238, 6.7810000000000006]",,,,,,,,
freshwater,air segar,,,,,3,"8,835",,6,1,0,6,5.647,41.336,2.053.233.333,14.614,151.590.717,"[41.336000000000006, 5.6470000000000002, 14.614000000000001]",,,,,,,,
freshwater,air yang sejuk,,,,,1,"2,945",,1,1,0,1,9.02,9.02,9.02,9.02,0,[9.1999999999999993],,,,,,,,
freshwater,"air segar, air murni, air alami",,,,,1,"2,945",,1,"0,5",1,0,6.929,6.929,6.929,6.929,0,[6.9289999999999994],,,,,,,,
freshwater sources,sumber air bersih,1,2,,,9,"26,504",,15,"9,375",1,14,5.918,30.964,11.436,8.179,7.607.138.884,"[17.239000000000001, 6.0149999999999997, 9.3559999999999999, 30.964000000000002, 5.9179999999999993, 7.5870000000000006, 9.9870000000000001, 8.1790000000000003, 7.6789999999999994]",,,,,,,,
freshwater sources,sumber air tawar,,4,,,6,"17,669",,11,1,0,11,8.387,50.003,2.405.833.333,213.975,1.363.858.289,"[50.003, 8.3870000000000005, 18.43, 24.364999999999998, 12.827, 30.338000000000001]",,,,,,,,
freshwater sources,sumber air segar,,,,,3,"8,835",,3,"0,5",3,0,5.074,9.978,6.747.333.333,5.19,2.284.917.115,"[9.9779999999999998, 5.1900000000000004, 5.0739999999999998]",,,,,,,,
freshwater sources,sumber mata air bersih,,,,,2,"5,890",,4,1,0,4,10.09,15.961,134.305,134.305,25.305,"[10.9, 15.960999999999999]",,,,,,,,
freshwater sources,sumber mata air,,,,,2,"5,890",,3,1,0,3,12.529,12.904,127.165,127.165,"1,302,083,333","[12.529000000000002, 12.904000000000002]",,,,,,,,
freshwater sources,mata air segar,,,,,1,"2,945",,2,1,0,2,21.962,21.962,21.962,21.962,0,[21.962],,,,,,,,
freshwater sources,sumber-sumber air segar,,1,,,1,"2,945",,2,1,0,2,9.187,9.187,9.187,9.187,0,[9.1870000000000012],,,,,,,,
freshwater sources,sumber air jernih,,,,,1,"2,945",,2,1,0,2,10.37,10.37,10.37,10.37,0,[10.369999999999999],,,,,,,,
freshwater sources,nan,,,,,1,"2,945",,0,0,0,0,3.392,3.392,3.392,3.392,0,[3.3919999999999999],,,,,,,,
frontage improvements,perbaikan bagian depan,2,5,,,4,"11,780",,6,1,0,6,18.076,29.995,24.334,246.325,4.232.590.046,"[18.076000000000001, 29.995000000000001, 24.263999999999999, 25.000999999999998]",,,,,,,,
frontage improvements,perbaikan kedepan,,4,,,1,"2,945",,2,1,0,2,33.889,33.889,33.889,33.889,0,[33.889000000000003],,,,,,,,
frontage improvements,peningkatan bagian depan,,,,,1,"2,945",,2,1,0,2,37.002,37.002,37.002,37.002,0,[37.001999999999995],,,,,,,,
frontage improvements,pengembangan bagian depan,,,,,1,"2,945",,2,1,0,2,23.412,23.412,23.412,23.412,0,[23.411999999999999],,,,,,,,
frontage improvements,perbaikan tanah mengahadap ke jalan,,,,,1,"2,945",,1,1,0,1,89.487,89.487,89.487,89.487,0,[89.487000000000009],,,,,,,,
frontage improvements,perbaikan tampak muka,,,,,1,"2,945",,1,"0,5",1,0,"309,027,778","309,027,778","309,027,778","309,027,778",0,[6.8499999999999996],,,,,,,,
frontage improvements,perbaikan tanah yang menghadap ke jalan,,,,,1,"2,945",,1,"0,5",1,0,69.261,69.261,69.261,69.261,0,[69.26100000000001],,,,,,,,
frontage improvements,kemajuan terdepan,,1,,,1,"2,945",,0,0,1,-1,62.253,62.253,62.253,62.253,0,[62.253],,,,,,,,
frustration,frustasi,3,,,,7,"20,614",,13,1,0,13,"127,083,333",21.044,6.493,4.475,6.005.955.996,"[4.8469999999999995, 2.6299999999999999, 4.4749999999999996, 3.415, 5.4699999999999998, 3.5699999999999998, 21.044]",,,,,,,,
frustration,frustrasi,,5,,,6,"17,669",,11,1,0,11,3.063,88.877,1.919.616.667,5.184,3.124.097.913,"[9.7149999999999999, 4.7539999999999996, 3.1539999999999999, 5.6139999999999999, 3.0630000000000002, 88.87700000000001]",,,,,,,,
frustration,kebingungan,,5,,,1,"2,945",,2,1,0,2,63.284,63.284,63.284,63.284,0,[63.283999999999999],,,,,,,,
frustration,keputusasaan,,,,,1,"2,945",,2,1,0,2,16.941,16.941,16.941,16.941,0,[16.940999999999999],,,,,,,,
frustration,kekecewaan,,,,,1,"2,945",,2,1,0,2,31.919,31.919,31.919,31.919,0,[31.919],,,,,,,,
frustration,putus asa,,,,,1,"2,945",,2,1,0,2,9.872,9.872,9.872,9.872,0,[9.8719999999999999],,,,,,,,
frustration,tertekan,,,,,1,"2,945",,2,1,0,2,14.129,14.129,14.129,14.129,0,[14.129000000000001],,,,,,,,
fuel assistance,bantuan bahan bakar,3,5,,,13,"38,284",,24,1,0,24,5.438,51.08.00,2.037.923.077,20.412,1.195.771.996,"[5.4379999999999997, 6.4970000000000008, 15.662000000000001, 27.747, 20.411999999999999, 51.079999999999998, 9.7870000000000008, 16.446999999999999, 8.5879999999999992, 29.548999999999999, 22.436, 28.228999999999999, 23.058000000000003]",,,,,,,,
fuel assistance,cadangan bahan bakar,,3,,,1,"2,945",,2,1,0,2,13.437,13.437,13.437,13.437,0,[13.437000000000001],,,,,,,,
fuel assistance,bantuan energi,,,,,1,"2,945",,2,1,0,2,29.024,29.024,29.024,29.024,0,[29.024000000000001],,,,,,,,
fuel assistance,subsidi bahan bakar,,5,,,1,"2,945",,2,1,0,2,27.128,27.128,27.128,27.128,0,[27.128],,,,,,,,
fuel assistance,subsidi bbm,,,,,1,"2,945",,1,1,0,1,9.34,9.34,9.34,9.34,0,[9.3399999999999999],,,,,,,,
fuel briquettes,bahan bakar briket,,5,,,9,"26,504",,16,1,0,16,425,52.663,2.636.011.111,22.168,1.300.505.832,"[12.275, 22.168000000000003, 52.663000000000004, 27.218000000000004, 19.965, 9.7200000000000006, 40.792999999999999, 19.605, 32.834000000000003]",,,,,,,,
fuel briquettes,arang bahan bakar,,3,,,1,"2,945",,2,1,0,2,54.338,54.338,54.338,54.338,0,[54.338000000000001],,,,,,,,
fuel briquettes,bahan bakar,,2,,,1,"2,945",,1,1,0,1,16.05,16.05,16.05,16.05,0,[16.5],,,,,,,,
fuel briquettes,nan,,,,,1,"2,945",,0,0,0,0,2.985,2.985,2.985,2.985,0,[2.9849999999999999],,,,,,,,
fuel briquettes,briket bahan bakar,,,,,1,"2,945",,1,"0,5",1,0,14.188,14.188,14.188,14.188,0,[14.187999999999999],,,,,,,,
fuel briquettes,briket,,,,,1,"2,945",,0,0,1,-1,16.356,16.356,16.356,16.356,0,[16.355999999999998],,,,,,,,
functional standards,standar fungsional,,5,,,17,"50,063",,30,"9,375",2,28,4.984,16.528,1.023.776.471,9.937,3.759.223.692,"[6.4520000000000008, 7.4870000000000001, 9.9370000000000012, 9.4990000000000006, 4.984, 12.128, 11.960999999999999, 5.5289999999999999, 5.843, 14.890999999999998, 7.7309999999999999, 13.145, 5.915, 15.417, 16.527999999999999, 14.267999999999999, 12.327]",,,,,,,,
functional standards,standar fungsi,,,,,4,"11,780",,6,"857,142,857",1,5,4.325,24.157,125.385,10.836,7.303.016.278,"[12.430999999999999, 9.2409999999999997, 24.156999999999996, 4.3250000000000002]",,,,,,,,
functional standards,standar yang berfungsi,,,,,1,"2,945",,2,1,0,2,18.284,18.284,18.284,18.284,0,[18.284000000000002],,,,,,,,
