username,source-word,target-word,user_point,user_is_male,user_is_female,user_is_age_0,user_is_age_15,user_is_age_20,user_is_age_25,user_is_age_30,user_is_age_35,user_is_age_40,user_languages,user_number_duration_played,user_mean_duration_played,user_median_duration_played,user_total_duration_played,user_number_time_to_translate,user_mean_time_to_translate,user_median_time_to_translate,user_total_time_to_translate,user_number_time_to_alternate,user_mean_time_to_alternate,user_median_time_to_alternate,user_total_time_to_alternate,user_number_time_to_vote_up,user_mean_time_to_vote_up,user_median_time_to_vote_up,user_total_time_to_vote_up,user_number_time_to_vote_down,user_mean_time_to_vote_down,user_median_time_to_vote_down,user_total_time_to_vote_down,user_number_time_to_categorize,user_mean_time_to_categorize,user_median_time_to_categorize,user_total_time_to_categorize,user_number_skip_translate,user_mean_skip_translate,user_median_skip_translate,user_total_skip_translate,user_number_skip_alternate,user_mean_skip_alternate,user_median_skip_alternate,user_total_skip_alternate,user_number_skip_vote,user_mean_skip_vote,user_median_skip_vote,user_total_skip_vote,user_number_skip_categorize,user_mean_skip_categorize,user_median_skip_categorize,user_total_skip_categorize,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,action_duration,action_vote_up,action_vote_down,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
esewele,debris recycling,pendaurulangan puing,5185,1,0,0,0,1,0,0,0,0,2,1,10799.81,10799.81,10799.81,153,28.41,23.08,4347.24,39,34.57,31.36,1348.1,49,5.59,4.25,274.13,93,7.6,5.13,706.89,136,7.24,5.94,985.31,1,36.65,36.65,36.65,92,5.96,2.6,548.6,0,,,0.0,4,32.75,25.18,130.99,8,211.027,26.378375,24.555,13,1.625,2.0,1,0.125,0.0,2,16,8,6,2,2.875,19.0,2,3,17,2.5,1,49.015,49.015,49.015,2,2.0,2.0,0,0.0,0.0,2,20,1,49.015,2,0,0,15,0.508333333333,1.0,5.0
mayamalidra,disabled,tidak bisa,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,16,376.979,23.5611875,16.3545,30,1.875,2.0,1,0.0625,0.0,1,8,16,8,1,1.25,7.875,8,1,5,2.375,1,16.753,16.753,16.753,2,2.0,2.0,0,0.0,0.0,2,10,1,16.753,2,0,0,7,0.55,3.0,5.0
RP2504,economic costs of damages,biaya ekonomi akibat kerusakan,13185,1,0,0,0,0,0,1,0,0,1,29,849.6,509.0,24638.53,520,20.65,12.86,10740.24,89,36.81,29.79,3275.78,69,12.79,5.15,882.28,27,28.77,13.58,776.92,70,12.12,8.92,848.2,97,22.59,10.63,2191.47,36,29.44,21.35,1059.81,5,9.09,12.4,45.43,51,13.45,9.43,686.2,14,398.897,28.4926428571,21.374,20,1.42857142857,1.5,3,0.214285714286,0.0,4,25,14,13,2,3.42857142857,24.3571428571,2,4,28,3.6644977792,1,27.208,27.208,27.208,2,2.0,2.0,0,0.0,0.0,4,30,1,27.208,2,0,0,23,0.532698412698,3.0,5.0
alfinuri05,volcano eruption,erupsi gunung merapi,9130,0,1,0,0,1,0,0,0,0,2,12,889.95,813.83,10679.36,196,13.51,11.21,2647.82,73,16.18,15.17,1181.42,321,2.82,2.05,906.72,26,5.84,4.56,151.76,323,5.58,4.67,1803.43,168,9.2,4.02,1545.96,291,6.22,3.4,1810.25,24,13.13,4.18,315.13,8,16.81,8.27,134.48,20,324.69,16.2345,12.9055,34,1.7,2.0,2,0.1,0.0,2,16,20,10,2,2.85,19.45,7,3,21,2.83935387217,1,10.364,10.364,10.364,2,2.0,2.0,0,0.0,0.0,3,20,1,10.364,2,0,0,17,0.508333333333,3.0,5.0
adinezia,evidence-based treatment,perawatan berbasis bukti,12265,0,1,0,0,0,1,0,0,0,1,4,3303.32,2414.13,13213.29,290,11.38,9.4,3299.7,239,14.5,12.11,3466.56,219,3.45,2.49,754.5,89,4.61,4.14,410.56,364,5.15,4.56,1875.86,40,7.6,4.59,303.97,137,6.77,4.59,928.0,64,3.36,2.87,215.2,3,4.61,4.09,13.84,13,235.441,18.1108461538,16.174,20,1.53846153846,2.0,2,0.153846153846,0.0,2,24,13,9,2,3.07692307692,26.9230769231,3,3,27,3.02698683336,1,10.597,10.597,10.597,1,1.0,1.0,0,0.0,0.0,3,24,1,10.597,1,0,0,20,0.517676767677,3.0,5.0
andrewtirto,youth-led intra communal activities,kegiatan umum intra yang dipimpin pemuda,11935,1,0,0,0,1,0,0,0,0,2,31,554.45,180.38,17188.01,370,17.29,12.93,6396.05,70,16.71,11.64,1169.45,316,3.58,2.42,1131.89,83,7.88,4.48,653.64,320,8.65,5.45,2767.45,50,19.24,13.94,962.23,271,7.25,4.77,1964.43,3,2.22,0.38,6.67,32,10.18,6.03,325.62,14,569.374,40.6695714286,31.97,17,1.21428571429,1.0,9,0.642857142857,0.5,4,35,14,12,4,5.42857142857,39.0,3,7,48,3.46772010047,1,88.465,88.465,88.465,1,1.0,1.0,1,1.0,1.0,6,40,1,88.465,1,1,0,31,0.589826839827,,1.0
muthiariani,environmental degradation,degradasi sistem pemerintahan,320,0,1,0,1,0,0,0,0,0,1,2,321.87,321.87,643.74,10,21.24,14.53,212.36,4,26.34,21.46,105.36,11,6.25,5.29,68.78,2,5.32,5.32,10.63,6,12.33,12.43,73.97,6,14.79,10.18,88.74,17,6.77,4.74,115.17,2,7.85,7.85,15.7,4,6.84,6.66,27.35,35,807.043,23.0583714286,16.565,67,1.91428571429,2.0,1,0.0285714285714,0.0,2,25,28,9,2,2.2,21.6571428571,22,2,20,2.01892921374,1,26.131,26.131,26.131,1,1.0,1.0,1,1.0,1.0,3,29,1,26.131,1,1,0,23,0.58474137931,3.0,1.0
gcharlotte,evacuate,mengungsikan,34360,0,1,0,0,1,0,0,0,0,1,12,1113.65,512.82,13363.78,410,8.8,6.34,3608.6,254,13.56,9.67,3444.05,320,3.18,1.97,1017.79,63,4.79,3.08,301.51,388,5.04,3.58,1953.71,22,11.07,7.52,243.62,135,8.67,4.83,1170.68,6,13.22,7.38,79.3,3,32.66,4.84,98.0,16,164.635,10.2896875,8.2145,29,1.8125,2.0,0,0.0,0.0,1,8,16,6,1,1.0625,10.0,9,1,8,1.96691718669,1,10.628,10.628,10.628,2,2.0,2.0,0,0.0,0.0,1,12,1,10.628,2,0,0,11,0.541666666667,3.0,5.0
yudizt,local population,penduduk lokal,656085,1,0,0,0,1,0,0,0,0,1,368,957.98,523.15,352535.29,1886,11.41,8.42,21525.26,17285,5.76,3.54,99647.53,19035,2.25,1.23,42853.86,473,4.7,3.13,2225.02,19206,4.48,2.99,85951.94,1722,4.47,1.93,7702.2,2037,4.16,2.05,8468.38,251,9.51,6.06,2387.39,330,10.05,6.05,3316.42,19,204.564,10.7665263158,7.694,36,1.89473684211,2.0,1,0.0526315789474,0.0,2,16,19,4,2,2.0,14.3157894737,14,2,14,1.19225086023,3,59.748,19.916,21.978,5,1.66666666667,2.0,1,0.333333333333,0.0,2,14,3,9.666,2,0,0,15,0.502976190476,3.0,5.0
TegarYTB,emergency management,managemen darurat,6455,1,0,0,1,0,0,0,0,0,1,3,2052.72,699.21,6158.15,127,15.89,12.54,2018.42,3,56.11,52.41,168.33,144,4.51,3.43,650.1,0,,,0.0,11,10.35,9.12,113.84,106,8.99,5.12,953.34,208,4.2,2.83,873.22,80,5.26,3.04,421.04,216,3.91,2.85,844.19,14,192.769,13.7692142857,15.083,25,1.78571428571,2.0,1,0.0714285714286,0.0,2,20,14,10,2,2.14285714286,19.9285714286,4,2,17,3.09306920777,1,18.468,18.468,18.468,2,2.0,2.0,0,0.0,0.0,2,17,1,18.468,2,0,0,15,0.629738562092,3.0,5.0
cleoindaryono,multiple disciplines,banyak jurusan,14035,0,1,0,0,1,0,0,0,0,1,6,2039.01,913.84,12234.07,343,14.03,10.28,4810.98,303,9.06,6.7,2743.8,305,3.07,1.76,935.08,13,3.39,2.78,44.01,339,4.39,2.98,1489.14,2,2.7,2.7,5.39,1,14.74,14.74,14.74,2,2.89,2.89,5.77,6,2.5,2.74,15.02,17,312.165,18.3626470588,10.674,30,1.76470588235,2.0,3,0.176470588235,0.0,2,20,17,12,2,2.11764705882,17.5294117647,3,3,22,3.45482239995,1,4.272,4.272,4.272,1,1.0,1.0,0,0.0,0.0,2,14,1,4.272,1,0,0,18,0.411904761905,3.0,5.0
raissa2606,livelihood rehabilitation,rehabilitasi pekerjaan,31555,0,1,0,1,0,0,0,0,0,1,95,254.03,54.82,24133.04,693,7.98,5.8,5529.24,611,9.91,7.53,6057.17,725,2.88,1.36,2085.53,17,4.3,2.61,73.12,715,4.32,2.9,3086.06,109,6.39,2.91,696.31,106,9.33,4.14,989.11,14,12.99,8.42,181.84,32,12.32,7.05,394.29,15,334.807,22.3204666667,20.658,25,1.66666666667,2.0,3,0.2,0.0,2,25,15,10,2,2.73333333333,26.6666666667,6,3,29,2.87290559532,1,5.039,5.039,5.039,2,2.0,2.0,0,0.0,0.0,2,22,1,5.039,2,0,0,21,0.589264069264,3.0,5.0
irf,cautioning,kewaspadaan,182375,1,0,0,0,0,0,1,0,0,3,474,627.85,278.04,297602.45,1696,26.12,18.41,44302.98,1668,25.89,20.32,43184.88,7216,3.65,2.09,26327.43,882,7.69,4.14,6784.93,7656,4.72,2.96,36130.79,3657,5.95,2.99,21758.65,5816,6.72,3.3,39098.91,448,9.02,3.83,4040.73,517,6.33,3.03,3271.71,10,181.552,18.1552,18.8455,15,1.5,2.0,3,0.3,0.0,1,10,10,6,1,1.1,11.5,4,1,9,2.55034070955,1,19.811,19.811,19.811,2,2.0,2.0,0,0.0,0.0,1,11,1,19.811,2,0,0,10,0.460606060606,3.0,5.0
ghinafirdausi,multiple risks,resiko yang banyak,2120,0,1,0,0,1,0,0,0,0,1,3,930.0,433.89,2790.01,49,15.44,12.67,756.49,33,20.77,18.68,685.43,54,4.02,2.65,216.94,3,5.92,6.41,17.75,71,7.42,6.13,526.59,25,7.41,5.08,185.34,24,13.03,10.69,312.61,4,7.64,8.2,30.57,0,,,0.0,17,368.201,21.6588823529,15.158,30,1.76470588235,2.0,4,0.235294117647,0.0,2,14,17,11,1,2.17647058824,15.5294117647,3,2,13,3.29277019394,1,12.327,12.327,12.327,2,2.0,2.0,0,0.0,0.0,3,18,1,12.327,2,0,0,17,0.335978835979,3.0,5.0
haris_ibrahimm,humanitarian operations,operasi kanusiaan,4460,1,0,0,0,1,0,0,0,0,1,7,755.54,412.18,5288.77,97,19.15,13.62,1857.64,99,20.32,16.38,2011.51,70,5.08,3.5,355.45,14,6.2,4.75,86.73,82,7.7,6.15,631.2,2,52.04,52.04,104.08,0,,,0.0,0,,,0.0,4,24.7,15.01,98.78,22,333.969,15.1804090909,8.963,37,1.68181818182,2.0,5,0.227272727273,0.0,2,23,22,7,2,2.04545454545,19.4090909091,14,2,19,1.82043814541,1,15.908,15.908,15.908,1,1.0,1.0,1,1.0,1.0,2,17,1,15.908,1,1,0,18,0.631429383348,3.0,2.0
bellaria,survivor finds,pencarian korban selamat,2500,0,1,0,0,1,0,0,0,0,2,6,725.07,670.47,4350.4,54,9.12,7.81,492.74,15,8.95,7.92,134.26,106,4.49,2.64,475.86,9,8.11,6.05,73.02,80,5.44,4.06,434.9,67,6.66,4.67,446.14,108,8.31,4.2,897.38,19,14.55,4.08,276.4,53,13.92,5.58,737.92,11,281.867,25.6242727273,15.965,17,1.54545454545,2.0,2,0.181818181818,0.0,2,14,11,10,1,3.63636363636,26.9090909091,2,4,28,3.27761343682,1,13.237,13.237,13.237,2,2.0,2.0,0,0.0,0.0,3,24,1,13.237,2,0,0,20,0.454365079365,1.0,3.0
jane.angran89@gmail.com,triggered,memicu,315,0,1,0,0,0,1,0,0,0,1,1,1037.59,1037.59,1037.59,8,32.91,28.23,263.28,2,63.54,63.54,127.07,6,5.5,4.65,33.03,1,19.08,19.08,19.08,10,9.89,7.85,98.87,1,47.58,47.58,47.58,10,16.72,8.81,167.16,0,,,0.0,0,,,0.0,20,267.556,13.3778,10.4155,35,1.75,2.0,3,0.15,0.0,1,9,20,8,1,1.05,7.55,9,1,6,2.39546184424,2,17.789,8.8945,8.8945,3,1.5,1.5,1,0.5,0.5,1,6,2,8.421,1,1,0,9,0.425925925926,3.0,5.0
romihartarto,low pressure area,area rendah tekanan,41825,1,0,0,0,1,0,0,0,0,2,54,653.23,479.51,35274.34,978,9.49,7.05,9285.87,944,9.09,7.11,8582.88,792,2.94,2.18,2331.98,279,4.78,3.05,1333.79,1038,3.07,2.12,3190.85,149,11.15,5.53,1662.07,159,6.74,4.35,1071.59,68,8.0,4.75,544.21,52,9.0,4.92,467.99,21,422.754,20.1311428571,16.412,35,1.66666666667,2.0,2,0.0952380952381,0.0,3,17,21,8,1,3.09523809524,22.9523809524,6,3,22,2.72471980332,1,6.869,6.869,6.869,1,1.0,1.0,0,0.0,0.0,3,19,1,6.869,1,0,0,15,0.593624584337,3.0,4.0
mayamalidra,explosion ripped,ledakan merobek,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,7,181.805,25.9721428571,12.763,13,1.85714285714,2.0,1,0.142857142857,0.0,2,16,7,6,1,2.42857142857,16.8571428571,2,3,20,2.52164063634,1,12.763,12.763,12.763,2,2.0,2.0,0,0.0,0.0,2,15,1,12.763,2,0,0,14,0.491865079365,1.0,3.0
EdwardYo,schools and nurseries,sekolahan dan klinik,12370,1,0,0,1,0,0,0,0,0,1,20,302.09,219.94,6041.89,322,5.72,5.03,1841.53,159,6.7,5.91,1065.04,372,1.75,1.55,649.9,37,2.28,2.18,84.48,357,2.69,2.42,961.3,67,3.79,1.81,254.15,203,2.27,1.51,460.15,7,0.66,0.55,4.64,23,7.5,2.41,172.56,15,482.067,32.1378,19.68,23,1.53333333333,2.0,3,0.2,0.0,3,21,15,11,1,3.73333333333,25.2,2,5,33,3.37355726228,1,4.689,4.689,4.689,1,1.0,1.0,1,1.0,1.0,3,20,1,4.689,1,1,0,14,0.570057720058,2.0,3.0
SheylaNov,partial destruction,menghancurkan sebagian,16110,0,1,0,1,0,0,0,0,0,2,49,633.6,565.52,31046.46,384,25.61,20.59,9835.22,150,24.27,21.71,3640.04,361,6.35,4.13,2291.92,38,13.02,6.6,494.88,550,8.71,5.84,4789.45,283,9.29,5.02,2629.89,476,8.34,5.02,3970.02,222,6.36,4.48,1411.57,24,10.11,5.26,242.54,19,312.183,16.4306842105,11.516,33,1.73684210526,2.0,3,0.157894736842,0.0,2,19,19,6,2,2.0,18.0526315789,8,2,18,2.14266435555,1,25.222,25.222,25.222,2,2.0,2.0,0,0.0,0.0,2,22,1,25.222,2,0,0,19,0.493620414673,3.0,5.0
belaka,climate-related disasters,bencana-bencana yang terkait iklim,710,0,1,0,1,0,0,0,0,0,1,3,789.48,101.78,2368.44,18,31.02,24.04,558.41,5,36.19,23.66,180.95,17,6.74,4.55,114.51,4,8.47,5.18,33.86,31,7.08,7.48,219.58,3,26.13,20.94,78.38,18,14.34,8.09,258.07,5,14.91,8.0,74.53,5,17.43,10.92,87.16,23,562.822,24.4705217391,16.166,43,1.86956521739,2.0,2,0.0869565217391,0.0,2,25,23,10,2,3.34782608696,24.0434782609,12,3,21,2.59436093777,1,52.467,52.467,52.467,2,2.0,2.0,0,0.0,0.0,4,34,1,52.467,2,0,0,27,0.531553544495,3.0,5.0
raissa2606,relief agency capacity,kapasitas agensi pemberibantuan,31555,0,1,0,1,0,0,0,0,0,1,95,254.03,54.82,24133.04,693,7.98,5.8,5529.24,611,9.91,7.53,6057.17,725,2.88,1.36,2085.53,17,4.3,2.61,73.12,715,4.32,2.9,3086.06,109,6.39,2.91,696.31,106,9.33,4.14,989.11,14,12.99,8.42,181.84,32,12.32,7.05,394.29,9,182.046,20.2273333333,15.657,16,1.77777777778,2.0,0,0.0,0.0,3,22,9,4,3,3.0,25.8888888889,6,3,25,1.44661666763,1,6.062,6.062,6.062,2,2.0,2.0,0,0.0,0.0,3,31,1,6.062,2,0,0,22,0.529325513196,3.0,5.0
mazayaram,indoor residual spraying,penyemprotan residu dalam ruangan,570,0,1,0,1,0,0,0,0,0,3,3,531.08,480.51,1593.24,13,33.85,21.72,440.08,17,37.13,34.47,631.15,7,4.88,4.97,34.16,1,7.4,7.4,7.4,7,7.6,6.67,53.19,3,26.9,16.2,80.69,9,20.17,13.88,181.52,5,11.35,7.07,56.77,8,11.8,10.58,94.4,10,244.449,24.4449,18.74,15,1.5,1.5,2,0.2,0.0,3,24,10,7,3,4.0,30.0,3,4,31,2.64643934467,1,39.315,39.315,39.315,1,1.0,1.0,1,1.0,1.0,4,33,1,39.315,1,1,0,20,0.648790536948,1.0,1.0
dinechandra,homeowners reconnect,pemilik rumah kembali terhubung,67150,0,1,0,0,1,0,0,0,0,1,98,467.69,287.55,45834.08,1102,12.27,10.15,13522.5,1065,13.43,10.49,14299.24,1153,2.1,1.16,2421.42,10,6.2,3.93,62.02,1062,5.27,3.28,5593.63,10,28.82,31.31,288.23,30,30.4,16.55,912.06,11,13.6,2.66,149.58,88,8.68,3.09,763.66,10,253.928,25.3928,16.6975,19,1.9,2.0,1,0.1,0.0,2,20,10,9,2,4.2,32.6,2,4,29,3.25162916739,1,10.976,10.976,10.976,2,2.0,2.0,0,0.0,0.0,4,31,1,10.976,2,0,0,26,0.474193548387,2.0,3.0
irf,corrective disaster risk management,perbaikan manajemen risiko bencana,182375,1,0,0,0,0,0,1,0,0,3,474,627.85,278.04,297602.45,1696,26.12,18.41,44302.98,1668,25.89,20.32,43184.88,7216,3.65,2.09,26327.43,882,7.69,4.14,6784.93,7656,4.72,2.96,36130.79,3657,5.95,2.99,21758.65,5816,6.72,3.3,39098.91,448,9.02,3.83,4040.73,517,6.33,3.03,3271.71,9,289.567,32.1741111111,37.665,15,1.66666666667,2.0,2,0.222222222222,0.0,4,35,9,8,3,4.22222222222,36.3333333333,2,4,35,2.94770277922,1,47.944,47.944,47.944,2,2.0,2.0,0,0.0,0.0,4,34,1,47.944,2,0,0,26,0.596358543417,3.0,2.0
nuruldwiastari,recovered durable shelter,tempat penampungan awet yang tahan lama,2920,0,1,0,0,1,0,0,0,0,2,4,1317.42,297.95,5269.67,28,40.49,34.48,1133.73,13,34.63,26.58,450.2,29,12.38,6.72,359.03,6,31.77,36.42,190.61,41,8.11,6.92,332.66,9,21.49,17.98,193.37,15,26.49,14.0,397.34,8,20.19,6.56,161.52,2,36.5,36.5,73.0,12,507.681,42.30675,35.41,21,1.75,2.0,2,0.166666666667,0.0,3,25,12,11,2,5.33333333333,36.5833333333,2,5,34,3.41829583405,1,26.581,26.581,26.581,2,2.0,2.0,0,0.0,0.0,6,39,1,26.581,2,0,0,31,0.452136752137,2.0,5.0
cleoindaryono,coordinate,kordinasi,14035,0,1,0,0,1,0,0,0,0,1,6,2039.01,913.84,12234.07,343,14.03,10.28,4810.98,303,9.06,6.7,2743.8,305,3.07,1.76,935.08,13,3.39,2.78,44.01,339,4.39,2.98,1489.14,2,2.7,2.7,5.39,1,14.74,14.74,14.74,2,2.89,2.89,5.77,6,2.5,2.74,15.02,19,271.175,14.2723684211,9.794,32,1.68421052632,2.0,3,0.157894736842,0.0,1,10,19,7,1,1.0,10.1578947368,7,1,10,2.29207175246,1,4.397,4.397,4.397,1,1.0,1.0,0,0.0,0.0,1,9,1,4.397,1,0,0,4,0.755555555556,3.0,5.0
woknugroho,frustration,kekecewaan,955,1,0,0,0,0,1,0,0,0,2,7,431.08,408.9,3017.58,18,49.95,48.46,899.03,21,45.23,40.55,949.82,14,6.25,4.09,87.45,0,,,0.0,19,18.48,10.96,351.17,0,,,0.0,1,73.77,73.77,73.77,0,,,0.0,0,,,0.0,18,296.773,16.4873888889,5.542,34,1.88888888889,2.0,0,0.0,0.0,1,11,18,7,1,1.05555555556,8.88888888889,7,1,8,2.21652169818,1,31.919,31.919,31.919,2,2.0,2.0,0,0.0,0.0,1,10,1,31.919,2,0,0,10,0.460606060606,3.0,5.0
Rudijulio10,a sudden-onset disaster,bencana mendadak,410,1,0,0,0,0,1,0,0,0,2,1,894.21,894.21,894.21,8,31.87,26.09,254.99,7,36.14,37.35,253.01,4,4.42,3.12,17.66,3,39.0,33.65,117.0,11,8.01,6.86,88.15,0,,,0.0,0,,,0.0,0,,,0.0,1,24.22,24.22,24.22,8,232.935,29.116875,26.394,14,1.75,2.0,2,0.25,0.0,3,23,8,6,2,4.0,29.375,2,5,37,2.5,1,21.209,21.209,21.209,1,1.0,1.0,1,1.0,1.0,2,16,1,21.209,1,1,0,19,0.503119967794,3.0,4.0
vidyanaputri,good nutrition,gizi yang baik,54285,0,1,0,0,1,0,0,0,0,1,95,574.19,320.48,54547.64,1289,14.44,11.15,18613.25,237,13.68,10.9,3242.06,2116,2.24,1.41,4743.23,13,5.15,4.01,66.92,2150,3.01,2.44,6480.87,885,7.43,3.25,6577.06,1865,3.84,2.37,7152.75,48,6.87,3.55,329.65,43,7.02,3.13,301.88,14,164.489,11.7492142857,9.4225,26,1.85714285714,2.0,1,0.0714285714286,0.0,2,14,14,6,1,2.5,13.7857142857,5,3,17,2.26380917388,1,9.562,9.562,9.562,2,2.0,2.0,0,0.0,0.0,3,14,1,9.562,2,0,0,12,0.504761904762,3.0,5.0
mayamalidra,damage to life,kerusakan pada hidup,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,16,337.031,21.0644375,14.7035,28,1.75,2.0,3,0.1875,0.0,3,14,16,14,0,2.75,24.5625,2,2,22,3.8521687236,1,11.066,11.066,11.066,2,2.0,2.0,0,0.0,0.0,3,20,1,11.066,2,0,0,16,0.520634920635,3.0,3.0
msubair,donators,donator,385,1,0,0,0,0,0,1,0,0,1,7,80.35,42.3,562.46,12,12.91,7.17,154.88,5,15.0,16.08,75.02,3,6.1,4.56,18.31,0,,,0.0,11,11.25,6.98,123.78,0,,,0.0,2,3.84,3.84,7.69,2,34.74,34.74,69.48,1,6.14,6.14,6.14,20,233.629,11.68145,7.332,40,2.0,2.0,0,0.0,0.0,1,8,20,6,1,1.05,8.05,12,1,7,1.77095059445,1,3.122,3.122,3.122,2,2.0,2.0,0,0.0,0.0,1,7,1,3.122,2,0,0,1,0.958333333333,3.0,5.0
pnrj,responsible ministries,menteri yang bertanggungjawab,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,21,607.794,28.9425714286,26.577,37,1.7619047619,2.0,4,0.190476190476,0.0,2,22,21,13,2,3.71428571429,32.380952381,6,4,34,3.27280432733,1,19.668,19.668,19.668,1,1.0,1.0,1,1.0,1.0,3,29,1,19.668,1,1,0,25,0.541971438523,3.0,1.0
mardhika,recovered durable shelter,perbaikan bangunan yang awet,4680,0,1,0,0,1,0,0,0,0,1,2,2495.32,2495.32,4990.64,63,22.56,14.31,1421.51,23,26.37,20.76,606.52,42,8.33,5.9,349.74,7,9.13,9.05,63.92,89,10.7,8.65,952.06,59,8.5,6.44,501.39,64,9.08,6.11,581.27,38,5.71,4.31,216.85,18,8.08,7.15,145.38,12,507.681,42.30675,35.41,21,1.75,2.0,2,0.166666666667,0.0,3,25,12,11,2,5.33333333333,36.5833333333,2,5,34,3.41829583405,1,43.509,43.509,43.509,2,2.0,2.0,0,0.0,0.0,4,28,1,43.509,2,0,0,23,0.412328042328,2.0,5.0
mayamalidra,land tenure,masa pakai tanah,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,18,562.468,31.2482222222,23.121,27,1.5,1.5,2,0.111111111111,0.0,2,11,18,7,1,2.16666666667,16.4444444444,9,2,17,2.14051805628,1,12.055,12.055,12.055,1,1.0,1.0,1,1.0,1.0,3,16,1,12.055,1,1,0,13,0.537878787879,3.0,3.0
pnrj,cross tornado,melintasi badai,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,12,361.265,30.1054166667,15.8685,17,1.41666666667,1.0,7,0.583333333333,1.0,2,13,12,11,1,2.16666666667,15.0833333333,2,2,14,3.41829583405,1,8.824,8.824,8.824,2,2.0,2.0,0,0.0,0.0,2,15,1,8.824,2,0,0,13,0.509401709402,1.0,2.0
dinidorr,extensive disaster risk,luas resiko bencana,3190,0,1,0,0,0,1,0,0,0,1,6,1052.29,507.93,6313.74,66,26.58,26.68,1754.09,48,25.39,20.14,1218.74,51,7.96,3.99,405.78,7,17.38,17.16,121.66,88,8.62,7.22,758.65,7,20.37,9.7,142.58,20,30.94,16.81,618.79,3,4.29,4.17,12.87,4,27.02,26.77,108.09,14,437.96,31.2828571429,27.8235,24,1.71428571429,2.0,0,0.0,0.0,3,23,14,11,2,3.42857142857,22.5,3,3,19,3.32486295762,1,55.559,55.559,55.559,2,2.0,2.0,0,0.0,0.0,3,19,1,55.559,2,0,0,19,0.510551741673,3.0,1.0
romihartarto,severely impacted,berdampak parah,41825,1,0,0,0,1,0,0,0,0,2,54,653.23,479.51,35274.34,978,9.49,7.05,9285.87,944,9.09,7.11,8582.88,792,2.94,2.18,2331.98,279,4.78,3.05,1333.79,1038,3.07,2.12,3190.85,149,11.15,5.53,1662.07,159,6.74,4.35,1071.59,68,8.0,4.75,544.21,52,9.0,4.92,467.99,14,374.744,26.7674285714,21.8265,24,1.71428571429,2.0,1,0.0714285714286,0.0,2,17,14,9,2,2.71428571429,19.2142857143,5,3,21,2.83523774531,1,5.945,5.945,5.945,1,1.0,1.0,0,0.0,0.0,2,15,1,5.945,1,0,0,14,0.473202614379,3.0,5.0
